rxn,rxnNames,subSystem
CSASULPtev,"efflux of cyclosporine-sulphate into hepatic vein","Drug metabolism"
CSAtd,"uptake of cyclosporine by the enterocytes","Drug metabolism"
CSAtu,"efflux of cyclosporine by P-gp from the enterocytes into lumen","Drug metabolism"
CVM1GLUChc,"glucuronidation of cerivastatin-M1","Drug metabolism"
CVM23GLUChc,"glucuronidation of cerivastatin-M23","Drug metabolism"
CYSACMPAChc,"acetylation of cysteine-conjugate-acetaminophen in hepatocytes","Drug metabolism"
CYSAMPtev,"efflux of cysteine-conjugate-acetaminophen into hepatic vein","Drug metabolism"
DELACCRVSM23hc,"de-lactonization of cerivastatin-M31 to cerivastatin-M23 in hepatocytes","Drug metabolism"
DEOXFVShc,"formation of deoxy-fluvastatin-dinor","Drug metabolism"
DEOXFVStev,"exit of deoxy-fluvastatin-dinor into hepatic vein for excretion in urine","Drug metabolism"
DESFVShc,"oxidation of fluvastatin to N-desisopropyl-fluvastatin in hepatocytes","Drug metabolism"
DESFVSteb,"efflux of N-desisopropyl-fluvastatin into bile for excretion into faeces","Drug metabolism"
DHGLZABCt,"excretion of dehydro-gliclazide into bile","Drug metabolism"
DHGLZhc,"dehydrogenation of gliclazide to dehydro-gliclazide in hepatocytes","Drug metabolism"
DHGLZtev,"excretion of dehydro-gliclazide into hepatic vein","Drug metabolism"
DSPVShc,"oxidation of pravastatin to desacyl pravastatin in hepatocytes","Drug metabolism"
DSPVSteb,"efflux of desacyl dehydro-pravastatin into bile","Drug metabolism"
DSPVStev,"exit of desacyl dehydro-pravastatin into hepatic vein","Drug metabolism"
EPOXTAChr,"formation of epoxy derivative of tacrolimus in hepatocytes","Drug metabolism"
EPOXTACteb,"efflux of 31-O-Desmethyl,19-Hydroxy,37, 39-Epoxy-tacrolimus into bile","Drug metabolism"
EPOXTACtev,"exit of 31-O-Desmethyl,19-Hydroxy,37, 39-Epoxy-tacrolimus into hepatic vein","Drug metabolism"
EX_12htacr[e],"exchange reaction for 12-hydroxy tacrolimus in intestinal lumen","Exchange/demand reaction"
EX_1331tacr[e],"exchange reaction for 13,31-O-Didesmethyl-tacrolimus in hepatic vein","Exchange/demand reaction"
EX_13dmt[e],"exchange reaction for 13-O-desmethyl tacrolimus in intestinal lumen","Exchange/demand reaction"
EX_14hmdz[e],"exchange reaction for 1,4-Dihydroxy-midazolam in hepatic vein","Exchange/demand reaction"
EX_1513tacr[e],"exchange reaction for 13,15-O-didesmethyl tacrolimus in intestinal lumen","Exchange/demand reaction"
EX_1531tacr[e],"exchange reaction for 15, 31-O-Didesmethyl-tacrolimus in hepatic vein","Exchange/demand reaction"
EX_15dmt[e],"exchange reaction for 15-O-desmethyl tacrolimus in intestinal lumen","Exchange/demand reaction"
EX_1hibup_S[e],"exchange reaction for 1-hydroxy-ibuprofen in hepatic vein","Exchange/demand reaction"
EX_1hibupglu_S[e],"exchange reaction for 1-hydroxy S-ibuprofen-glucuronide in hepatic vein","Exchange/demand reaction"
EX_1hmdgluc[e],"exchange reaction for 1-OH-midazolam-glucuronide in portal blood","Exchange/demand reaction"
EX_1ohmdz[e],"exchange reaction for 1-OH-midazolam in portal blood","Exchange/demand reaction"
EX_2hatvacid[e],"exchange reaction for 2-hydroxy-atorvastatin-acid in portal blood","Exchange/demand reaction"
EX_2hatvacidgluc[e],"exchange reaction for 2-hydroxy-atorvastatin-acyl-glucuronide in bile","Exchange/demand reaction"
EX_2hatvlac[e],"exchange reaction for 2-hydroxy-atorvastatin-lactone in portal blood","Exchange/demand reaction"
EX_2hatvlacgluc[e],"exchange reaction for 2-hydroxy-atorvastatin-lactone-glucuronide in bile","Exchange/demand reaction"
EX_2hibup_R[e],"exchange reaction for R-2-hydroxy-ibuprofen in hepatic vein","Exchange/demand reaction"
EX_2hibup_S[e],"exchange reaction for S-2-hydroxy-ibuprofen in hepatic vein","Exchange/demand reaction"
EX_2hibupglu_S[e],"exchange reaction for 2-hydroxy S-ibuprofen-glucuronide in hepatic vein","Exchange/demand reaction"
EX_31dmt[e],"exchange reaction for 31-O-desmethyl tacrolimus in intestinal lumen","Exchange/demand reaction"
EX_35dhpvs[e],"exchange reaction for 3-alpha-5-beta-dihydroxy pravastatin in portal blood","Exchange/demand reaction"
EX_35dsmv[e],"exchange reaction for 3,5-dihydrodiol-simvastatin-lactone form in bile","Exchange/demand reaction"
EX_3hibup_R[e],"exchange reaction for R-3-hydroxy-ibuprofen in hepatic vein","Exchange/demand reaction"
EX_3hibup_S[e],"exchange reaction for S-3-hydroxy-ibuprofen in hepatic vein","Exchange/demand reaction"
EX_3hibupglu_S[e],"exchange reaction for 3-hydroxy S-ibuprofen-glucuronide in hepatic vein","Exchange/demand reaction"
EX_3hlvstacid[e],"exchange reaction for 3-hydroxy-lovastatin acid form in bile","Exchange/demand reaction"
EX_3hpvs[e],"exchange reaction for 3-hydroxy pravastatin in portal blood","Exchange/demand reaction"
EX_3hpvstet[e],"exchange reaction of 3-S-hydroxy-pravastatin-tetranor in hepatic vein","Exchange/demand reaction"
EX_3hsmvacid[e],"exchange reaction for 3-hydroxy-simvastatin-acid form form in bile","Exchange/demand reaction"
EX_3ispvs[e],"exchange reaction for 3-alpha-iso-pravastatin in portal blood","Exchange/demand reaction"
EX_3ohacmp[e],"exchange reaction for 3-OH-acetaminophen in hepatic vein","Exchange/demand reaction"
EX_4bhglz[e],"exchange reaction for 4-beta-OH-gliclazide in hepatic vein","Exchange/demand reaction"
EX_4hatvacid[e],"exchange reaction for 4-hydroxy-atorvastatin-acid in portal blood","Exchange/demand reaction"
EX_4hatvlac[e],"exchange reaction for 4-hydroxy-atorvastatin-lactone in portal blood","Exchange/demand reaction"
EX_4hmdgluc[e],"exchange reaction for 4-OH-midazolam-glucuronide in hepatic vein","Exchange/demand reaction"
EX_4ohmdz[e],"exchange reaction for 4-OH-midazolam in hepatic vein","Exchange/demand reaction"
EX_56dhpvs[e],"exchange reaction of 3-keto-5,6,-dihydroxy-pravastatin in hepatic vein","Exchange/demand reaction"
EX_56eppvs[e],"exchange reaction of 5,6-epoxy-3-alpha-iso-pravastatin in hepatic vein","Exchange/demand reaction"
EX_5ohfvs[e],"exchnage reaction for 5-hydroxy-fluvastatin in bile","Exchange/demand reaction"
EX_5ohfvsglu[e],"exchnage reaction for 5-hydroxy-fluvastatin-glucuronide in hepatic vein","Exchange/demand reaction"
EX_6ahglz[e],"exchange reaction for 6-alpha-OH-gliclazide in hepatic vein","Exchange/demand reaction"
EX_6bhglz[e],"exchange reaction for 6-beta-OH-gliclazide in hepatic vein","Exchange/demand reaction"
EX_6bhglzglc[e],"exchange reaction for 6-beta-OH-gliclazide-glucuronide in hepatic vein","Exchange/demand reaction"
EX_6csmvacid[e],"exchange reaction for 6-beta-carboxy-simvastatin-acid form in bile","Exchange/demand reaction"
EX_6epvs[e],"exchange reaction for 6-epi-pravastatin in portal blood","Exchange/demand reaction"
EX_6hlvst[e],"exchange reaction for 6-beta-hydroxy-lovastatin in portal blood","Exchange/demand reaction"
EX_6hmsmvacid[e],"exchange reaction for6-beta-hydroxy-methyl-simvastatin-acid form in bile","Exchange/demand reaction"
EX_6hsmvacid[e],"exchange reaction for 6-beta-hydroxy simvastatin acid in bile","Exchange/demand reaction"
EX_6melvacid[e],"exchange reaction for 6-exomethylene-lovastatin-acid form in bile","Exchange/demand reaction"
EX_6melvst[e],"exchange reaction for 6-exomethylene-lovastatin in portal blood","Exchange/demand reaction"
EX_6ohfvs[e],"exchnage reaction for 6-hydroxy-fluvastatin in bile","Exchange/demand reaction"
EX_6ohfvsglu[e],"exchange reaction for 6-hydroxy-fluvastatin-glucuronide in hepatic vein","Exchange/demand reaction"
EX_7ahglz[e],"exchange reaction for 7-alpha-OH-gliclazide in hepatic vein","Exchange/demand reaction"
EX_7bhglz[e],"exchange reaction for 7-beta-OH-gliclazide in hepatic vein","Exchange/demand reaction"
EX_7bhglzglc[e],"exchange reaction for 7-beta-OH-gliclazide-glucuronide in hepatic vein","Exchange/demand reaction"
EX_7hpvs[e],"exchange reaction of 7-hydroxy-3-alpha-iso-pravastatin in hepatic vein","Exchange/demand reaction"
EX_acmp[e],"exchange reaction for acetaminophen in small intestinal lumen","Exchange/demand reaction"
EX_acmpglu[e],"exchange reaction for acetaminophen-glucuronide-conjugate in portal blood","Exchange/demand reaction"
EX_acmpglut[e],"exchange reaction for acetaminophen-glutathione-conjugate in intestinal lumen","Exchange/demand reaction"
EX_allop[e],"exchange reaction for allopurinol in intestinal lumen","Exchange/demand reaction"
EX_am19cs[e],"exchange reaction for AM19-cyclosporine in hepatic vein","Exchange/demand reaction"
EX_am1a4ncs[e],"exchange reaction for AM1A4N-cyclosporine in bile","Exchange/demand reaction"
EX_am1accs[e],"exchange reaction for AM1Ac-cyclosporine in hepatic vein","Exchange/demand reaction"
EX_am1acs[e],"exchange reaction for AM1A (cyclosporine) in portal blood","Exchange/demand reaction"
EX_am1alcs[e],"exchange reaction for AM1AL (cyclosporine) in portal blood","Exchange/demand reaction"
EX_am1c4n9cs[e],"exchange reaction for AM1c4N9-cyclosporine in bile","Exchange/demand reaction"
EX_am1c9cs[e],"exchange reaction for AM1c9-cyclosporine in hepatic vein","Exchange/demand reaction"
EX_am1ccs[e],"exchange reaction for AM1c-cyclosporine in hepatic vein","Exchange/demand reaction"
EX_am1cglc[e],"exchange reaction for AM1c-glucuronide in bile","Exchange/demand reaction"
EX_am1csa[e],"exchange reaction for AM1 (cyclosporine) in portal blood","Exchange/demand reaction"
EX_am4n9cs[e],"exchange reaction for AM4N9-cyclosporine in hepatic vein","Exchange/demand reaction"
EX_am4ncs[e],"exchange reaction for AM4N (cyclosporine) in portal blood","Exchange/demand reaction"
EX_am9csa[e],"exchange reaction for AM9 (cyclosporine) in portal blood","Exchange/demand reaction"
EX_atvacid[e],"exchange reaction for atorvastatin in intestinal lumen","Exchange/demand reaction"
EX_atvlac[e],"exchange reaction for atorvastatin-lactone in portal blood","Exchange/demand reaction"
EX_caribup_R[e],"exchange reaction for R-carboxy ibuprofen in hepatic vein","Exchange/demand reaction"
EX_caribup_s[e],"exchange reaction for S-carboxy ibuprofen in hepatic vein","Exchange/demand reaction"
EX_caribupglu_S[e],"exchange reaction for S-carboxy ibuprofen glucuronide in hepatic vein","Exchange/demand reaction"
EX_crglz[e],"exchange reaction for carboxy-gliclazide in hepatic vein","Exchange/demand reaction"
EX_crvs[e],"exchange reaction for cerivastatin in intestinal lumen","Exchange/demand reaction"
EX_crvsm1[e],"exchange reaction for cerivastatin-M1 in hepatic vein","Exchange/demand reaction"
EX_crvsm23[e],"exchange reaction for cerivastatin-M23 in hepatic vein","Exchange/demand reaction"
EX_crvsm24[e],"exchange reaction for cerivastatin-M24 in hepatic vein","Exchange/demand reaction"
EX_csa[e],"exchange reaction for cyclosporine in intestinal lumen","Exchange/demand reaction"
EX_csasulp[e],"exchange reaction for cyclosporine-sulphate in hepatic vein","Exchange/demand reaction"
EX_cysacmp[e],"exchange reaction for cysteine-conjugate-acetaminophen in hepatic vein","Exchange/demand reaction"
EX_deoxfvs[e],"exchange reaction for deoxy-fluvastatin-dinor in hepatic vein","Exchange/demand reaction"
EX_desfvs[e],"exchange reaction for N-desisopropyl-fluvastatin in bile","Exchange/demand reaction"
EX_dhglz[e],"exchange reaction for dehydro-gliclazide in hepatic vein","Exchange/demand reaction"
EX_dspvs[e],"exchange reaction of desacyl dehydro-pravastatin in hepatic vein","Exchange/demand reaction"
EX_epoxtac[e],"exchange reaction for 31-O-Desmethyl,19-Hydroxy,37, 39-Epoxy-tacrolimus in hepatic vein","Exchange/demand reaction"
EX_fvs[e],"exchange reaction for fluvastatin in intestinal lumen","Exchange/demand reaction"
EX_fvstet[e],"exchange reaction for des-isopropyl-dihydro-fluvastatin-tetranor in hepatic vein","Exchange/demand reaction"
EX_fvstetglu[e],"exchange reaction for des-isopropyl-dihydro-fluvastatin-tetranor-glucuronide in hepatic vein","Exchange/demand reaction"
EX_glc3meacp[e],"exchange reaction for glucuronide-conjugate of 3-methoxy-acetaminophen in hepatic vein","Exchange/demand reaction"
EX_glz[e],"exchange reaction for gliclazide in intestinal lumen","Exchange/demand reaction"
EX_gtacmp[e],"exchange reaction for glucuronide-thiomethyl-acetaminophen conjugate in hepatic vein","Exchange/demand reaction"
EX_ibup_R[e],"exchange reaction for ibuprofen_R in intestinal lumen","Exchange/demand reaction"
EX_ibup_S[e],"exchange reaction for ibuprofen_S in intestinal lumen","Exchange/demand reaction"
EX_ibupgluc[e],"exchange reaction for ibuprofen acyl glucuronide in portal blood","Exchange/demand reaction"
EX_isolvstacid[e],"exchange reaction for 3-hydroxy-iso-delta-4,5-hydroxy acid form of lovastatin in bile","Exchange/demand reaction"
EX_lst4exp[e],"exchange reaction for Losartan-E3174 in portal blood","Exchange/demand reaction"
EX_lstn[e],"exchange reaction for losartan in intestinal lumen","Exchange/demand reaction"
EX_lstn1gluc[e],"exchange reaction for Losartan-N1-glucuronide in hepatic vein","Exchange/demand reaction"
EX_lstnm1[e],"exchange reaction for Losartan-M1 in hepatic vein","Exchange/demand reaction"
EX_lstnm2[e],"exchange reaction for Losartan-M2 in hepatic vein","Exchange/demand reaction"
EX_lstnm4[e],"exchange reaction for Losartan-M4 (glucuronide derivative) in hepatic vein","Exchange/demand reaction"
EX_lstnm5[e],"exchange reaction for Losartan-M5 in hepatic vein","Exchange/demand reaction"
EX_lstnm7[e],"exchange reaction for Losartan-N2-glucuronide / Losartan-M7 in portal blood","Exchange/demand reaction"
EX_lvst[e],"exchange reaction for lovastatin in intestinal lumen","Exchange/demand reaction"
EX_mdz[e],"exchange reaction for midazolam in intestinal lumen","Exchange/demand reaction"
EX_mdzglc[e],"exchange reaction for midazolam-glucuronide in hepatic vein","Exchange/demand reaction"
EX_meracmp[e],"exchange reaction for acetaminophen-mercapturate-conjugate in portal blood","Exchange/demand reaction"
EX_mhglz[e],"exchange reaction for Methyl-hydroxy-gliclazide in hepatic vein","Exchange/demand reaction"
EX_ndersv[e],"exchange reaction for N-desmethyl-rosuvastatin in bile","Exchange/demand reaction"
EX_nfd[e],"exchange reaction for nifedipine in intestinal lumen","Exchange/demand reaction"
EX_nfdac[e],"exchange reaction of acid metabolite of nifedipine in portal vein","Exchange/demand reaction"
EX_nfdlac[e],"exchange reaction of lactone form of nifedipine in portal vein","Exchange/demand reaction"
EX_nfdnpy[e],"exchange reaction of nitropyridine metabolite of nifedipine in portal vein","Exchange/demand reaction"
EX_nfdoh[e],"exchange reaction of hydroxy metabolite of nifedipine in portal vein","Exchange/demand reaction"
EX_oxyp[e],"exchange reaction for oxypurinol in portal blood","Exchange/demand reaction"
EX_oxyp1rb[e],"exchange reaction for oxypurinol-1-riboside in hepatic vein","Exchange/demand reaction"
EX_oxyp7rb[e],"exchange reaction for oxypurinol-7-riboside in hepatic vein","Exchange/demand reaction"
EX_profvs[e],"exchnage reaction for des-isoproylpropionic-acid-fluvastatin in hepatic vein","Exchange/demand reaction"
EX_ptvst[e],"exchange reaction for pitavastatin in intestinal lumen","Exchange/demand reaction"
EX_ptvstlac[e],"exchange reaction for pravastatin-lactone in hepatic vein","Exchange/demand reaction"
EX_ptvstm3[e],"exchange reaction for pitavastatin-M3 in bile","Exchange/demand reaction"
EX_pvs[e],"exchange reaction for pravastatin in intestinal lumen","Exchange/demand reaction"
EX_pvsgluc[e],"exchange reaction of pravastatin glucuronide in hepatic vein","Exchange/demand reaction"
EX_rsv[e],"exchange reaction for rosuvastatin in intestinal lumen","Exchange/demand reaction"
EX_rsvlac[e],"exchange reaction for rosuvastatin-5S-lactone in bile","Exchange/demand reaction"
EX_s3meacmp[e],"exchange reaction for sulphate-conjugate-3-methoxy-acetaminophen in hepatic vein","Exchange/demand reaction"
EX_smv[e],"exchange reaction for simvastatin in intestinal lumen","Exchange/demand reaction"
EX_smvacid[e],"exchange reaction for simvastatin dihydroxy acid form in hepatic vein","Exchange/demand reaction"
EX_stacmp[ev],"exchange reaction for sulphate-thiomethyl-acetaminophen conjugate in hepatic vein","Exchange/demand reaction"
EX_sulpacmp[e],"exchange reaction for acetaminophen-sulphate in hepatic vein","Exchange/demand reaction"
EX_tacr[e],"exchange reaction for tacrolimus in intestinal lumen","Exchange/demand reaction"
EX_tauribup_S[e],"exchange reaction for taurine conjugate of S-ibuprofen in hepatic vein","Exchange/demand reaction"
EX_thrfvs[e],"exchange reaction for threo-isomer of fluvastain in hepatic vein","Exchange/demand reaction"
EX_tlacfvs[e],"exchange reaction for trans-lactone-fluvastatin in hepatic vein","Exchange/demand reaction"
EX_tmd[e],"exchange reaction for torasemide in intestinal lumen","Exchange/demand reaction"
EX_tmdm1[e],"exchange reaction for Torasemide-M1 in hepatic vein","Exchange/demand reaction"
EX_tmdm3[e],"exchange reaction for Torasemide-M3 in hepatic vein","Exchange/demand reaction"
EX_tmdm5[e],"exchange reaction for Torasemide-M5 in hepatic vein","Exchange/demand reaction"
EX_tripvs[e],"exchange reaction of triol metabolite of pravastatin in hepatic vein","Exchange/demand reaction"
EX_tsacmgluc[e],"exchange reaction for thiomethyl-sulphoxide-acetaminophen-glucuronide in hepatic vein","Exchange/demand reaction"
EX_tsacmsul[e],"exchange reaction for thiomethyl-sulphoxide-acetaminophen-sulphate in hepatic vein","Exchange/demand reaction"
FVSGLUChc,"glucuronidation of fluvastatin","Drug metabolism"
FVSTETGLUhc,"glucuronidation of des-isopropyl-dihydro-fluvastatin-tetranor","Drug metabolism"
FVSTETGLUtev,"exit of des-isopropyl-dihydro-fluvastatin-tetranor-glucuronide into hepatic vein for excretion in urine","Drug metabolism"
FVSTETtev,"exit of des-isopropyl-dihydro-fluvastatin-tetranor into hepatic vein for excretion in urine","Drug metabolism"
FVShc,"hydrolysis of lactone to fluvastatin in hepatocytes","Drug metabolism"
FVSteb,"efflux of fluvastatin into bile for excretion into faeces","Drug metabolism"
FVStep,"efflux of fluvastatin from enterocytes into portal blood","Drug metabolism"
FVStu,"uptake of fluvastatin by enterocytes","Drug metabolism"
GLC3MEACPhr,"glucuronidation of 3-methoxy-acetaminophen in hepatocytes","Drug metabolism"
GLC3MEACPtev,"efflux of glucuronide-conjugate of 3-methoxy-acetaminophen into hepatic vein","Drug metabolism"
GLZABCteb,"excretion of gliclazide into bile","Drug metabolism"
GLZtd,"uptake of gliclazide into enterocytes","Drug metabolism"
GTACMPhr,"glucuronidation of thiomethyl-acetaminophen conjugate in hepatocytes","Drug metabolism"
GTACMPtev,"efflux of glucuronide-thiomethyl-acetaminophen conjugate into hepatic vein","Drug metabolism"
IBUPGLUCtchep,"uptake of ibuprofen acyl glucuronide into hepatocytes","Drug metabolism"
IBUPGLUCtpvb,"release of iboprofen acyl glucuronides into the portal blood","Drug metabolism"
IBUPGT_HEP,"glucuronidation of ibuprofen in hepatocytes","Drug metabolism"
IBUP_RASCL1hep,"thioesterification of ibuprofen_R in hepatocytes","Drug metabolism"
