Var1,Var2
"Transport, extracellular","1-Alkyl 2-Acylglycerol 3-Phosphocholine Transport"
"Transport, extracellular","Hydroxyprogesterone Transport, Active"
"Transport, extracellular","Transport of 11, 12-EET, Diffusion"
"Transport, extracellular","Transport of 14, 15-EET, Diffusion"
"Transport, extracellular","Transport of 12S-HHT by Diffusion"
"Transport, extracellular","Transport of 11-Cis-Eicosenoate, Active"
"Transport, extracellular","Transport of 15-Hydroxy- (8Z, 11Z, 13E)-Eicosatrienoate, Active"
"Transport, extracellular","Transport of 15(S)-HEPE, Diffusion"
"Transport, extracellular","Transport of 14, 15-DIHETE, Diffusion"
"Transport, extracellular","Transport of Digalactosylceramidesulfate "
"Transport, extracellular","Transport of 15-Tetracosenoate, Diffusion"
"Transport, extracellular","Transport of 1-Alkyl 2-Acteylglycerol 3-Phosphocholine "
"Transport, extracellular","Transport of 1-Phosphatidyl-1D-Myo-Inositol"
"Transport, extracellular","Transport of 1-Palmitoylglycerophosphoinositol"
"Transport, extracellular","Transport of 1-Arachidonoylglycerophosphoinositol"
"Transport, extracellular","Transport of 1-Docosahexenoylglycerophosphocholine (Delta 4, 7, 10, 13, 16, 19), Sn1-Lpc (22:6)"
"Transport, extracellular","Transport of 2-Linoleoylglycerophosphocholine"
"Transport, extracellular","Transport of 2-Oleoylglycerophosphocholine"
"Transport, extracellular","Transport of 2-Stearoylglycerophosphocholine"
"Transport, extracellular","Transport of 1-Arachidonoyl-Glycero-3-Phosphocholine"
"Transport, extracellular","Transport of 1-Docosahexaenoylglycerophosphocholine"
"Transport, extracellular","Transport of 1-Eicosadienoylglycerophosphocholine (Delta 11, 14)"
"Transport, extracellular","Transport of 1-Eicosatrienoylglycerophosphocholine (Delta 11, 14, 17)"
"Transport, extracellular","Transport of 1-Heptadecanoylglycerophosphocholine"
"Transport, extracellular","Transport of 1-Linoleoylglycerophosphocholine (Delta 9, 12)"
"Transport, extracellular","Transport of 1-Myristoylglycerophosphocholine"
"Transport, extracellular","Transport of 1-Pentadecanoylglycerophosphocholine, Sn1-Lpc (15:0)"
"Transport, extracellular","Transport of 1-Octadeca-Trienoylglycerophosphocholine, Sn1-Lpc (18:3, Delta 9, 12, 15)"
"Transport, extracellular","Transport of 1-Octadeca-Trienoylglycerophosphocholine, Sn1-Lpc (18:3, Delta 6, 9, 12)"
"Transport, extracellular","Transport of 1-NoNADecanoylglycerophosphocholine, Sn1-Lpc (19:0)"
"Transport, extracellular","Transport of 1-Eicosenoylglycerophosphocholine (Delta 11) , Sn1-Lpc (20:1)"
"Transport, extracellular","Transport of 1-Dihomo-Linolenoylglycerophosphocholine (20:3, Delta 8, 11, 14), Lysopc A C20:3"
"Transport, extracellular","Transport of 1-Eicosatetraenoylglycerophosphocholine (Delta 8, 11, 14, 17), Sn1-Lpc (20:4)"
"Transport, extracellular","Transport of 1-Eicosapentenoylglycerophosphocholine (Delta 5, 8, 11, 14, 17), Sn1-Lpc (20:5)"
"Transport, extracellular","Transport of 1-Docosatetraenoylglycerophosphocholine (Delta 7, 10, 13, 16), Sn1-Lpc (22:4)"
"Transport, extracellular","Transport of 1-Docosapentenoylglycerophosphocholine (Delta 7, 10, 13, 16, 19), Sn1-Lpc (22:5)-W3"
"Transport, extracellular","Transport of 1-Docosapentenoylglycerophosphocholine (Delta 4, 7, 10, 13, 16), Sn1-Lpc (22:5)-W6"
"Transport, extracellular","Transport of 1-Lignocericylglycerophosphocholine (24:0), Lysopc A C24"
"Transport, extracellular","Transport of 1-Oleoylglycerophosphocholine (Delta 9)"
"Transport, extracellular","Transport of 1-Palmitoleoylglycerophosphocholine (Delta 9)"
"Transport, extracellular","Transport of 1-Stearoylglycerophosphocholine"
"Transport, extracellular","Transport of 1-Didecanoylglycerophosphoethanolamine (C12:0 Pe)"
"Transport, extracellular","Transport of 1-Tridecanoylglycerophosphoethanolamine (C13:0 Pe)"
"Transport, extracellular","Transport of 1-Myristoylglycerophosphoethanolamine (C14:0 Pe)"
"Transport, extracellular","Transport of 1-Pentadecanoylglycerophosphoethanolamine (C15:0 Pe)"
"Transport, extracellular","Transport of 1-Hexadecenoylglycerophosphoethanolamine (C16:1 Pe, Delta 9)"
"Transport, extracellular","Transport of 1-Heptadecanoylglycerophosphoethanolamine (C17:0 Pe)"
"Transport, extracellular","1-Eicosatrienoylglycerophosphoethanolamine (Delta 11, 14, 17), Lpe (20:3)"
"Transport, extracellular","Transport of 1-Docosahexenoylglyceroethanolamine (Delta 4, 7, 10, 13, 16, 19), Lpe (22:6)"
"Transport, extracellular","Transport of 2-Linoleoylglycerophosphoethanolamine"
"Transport, extracellular","Transport of 1-Arachidonoyl-Sn-Glycero-3-Phosphoethanolamine"
"Transport, extracellular","Transport of 1-Dihomo-Linolenoylglycerophosphoethanolamine (20:3, Delta 8, 11, 14)"
"Transport, extracellular","Transport of 1-Linoleoylglycerophosphoethanolamine (Delta 9, 12)"
"Transport, extracellular","Transport of 1-Palmitoylglycerophosphoethanolamine"
"Transport, extracellular","Transport of 1-Oleoylglycerophosphoethanolamine (Delta 9)"
"Transport, extracellular","Transport of 1-Palmitoylglycerophosphocholine"
"Transport, extracellular","Transport of 1-Stearoylglycerophosphoethanolamine"
"Transport, extracellular","Transport of Sphingomyeline"
"Transport, extracellular","Transport of Sphingomyelin (D18:0/24:1)"
"Transport, extracellular","Transport of Sphingomyelin (D18:1/14:0)"
"Transport, extracellular","Transport of Sphingomyelin (D18:1/15:0)"
"Transport, extracellular","Transport of Sphingomyelin (D18:1/16:0)"
"Transport, extracellular","Transport of Sphingomyelin (D18:1/16:1)"
"Transport, extracellular","Transport of Sphingomyelin (D18:1/17:0)"
"Transport, extracellular","Transport of Sphingomyelin (D18:1/18:0)"
"Transport, extracellular","Transport of Sphingomyelin (D18:1/18:1)"
"Transport, extracellular","Transport of Sphingomyelin (D18:1/20:0)"
"Transport, extracellular","Transport of Sphingomyelin (D18:1/20:1)"
"Transport, extracellular","Transport of Sphingomyelin (D18:1/21:0)"
"Transport, extracellular","Transport of Sphingomyelin (D18:1/22:0)"
"Transport, extracellular","Transport of Sphingomyelin (D18:1/22:1)"
"Transport, extracellular","Transport of Sphingomyelin (D18:1/23:0)"
"Transport, extracellular","Transport of Sphingomyelin (D18:0/24:0)"
"Transport, extracellular","Transport of Sphingomyelin (D18:0/25:0)"
"Transport, extracellular","3-Amino-Isobutyrate Transport, Proton Symport"
"Transport, extracellular","1-Alkyl 2-Acylglycerol 3-Phosphocholine Transport, Vescicular"
"Transport, extracellular","Hydroxyprogesterone Transport, Antiport"
"Transport, extracellular","Extracellular Transport of Digalactosylceramidesulfate, Active Transport"
"Transport, extracellular","1-Alkyl 2-Acteylglycerol 3-Phosphocholine Transport, Vescicular"
"Transport, extracellular","Transport of 2-Linoleoylglycerophosphocholine, Vescicular"
"Transport, extracellular","Transport of 2-Oleoylglycerophosphocholine, Vescicular"
"Transport, extracellular","Transport of 2-Stearoylglycerophosphocholine, Vescicular"
"Transport, extracellular","Transport of 1-Arachidonoyl-Glycero-3-Phosphocholine, Vescicular"
"Transport, extracellular","Transport of 1-Docosahexaenoylglycerophosphocholine, Vescicular"
"Transport, extracellular","Transport of 1-Eicosadienoylglycerophosphocholine (Delta 11, 14), Vescicular"
"Transport, extracellular","Transport of 1-Eicosatrienoylglycerophosphocholine (Delta 11, 14, 17), Vescicular"
"Transport, extracellular","Transport of 1-Heptadecanoylglycerophosphocholine, Vescicular"
"Transport, extracellular","Transport of 1-Linoleoylglycerophosphocholine (Delta 9, 12), Vescicular"
"Transport, extracellular","Transport of 1-Myristoylglycerophosphocholine, Vescicular"
"Transport, extracellular","Transport of 1-Pentadecanoylglycerophosphocholine, Sn1-Lpc (15:0), Vescicular"
"Transport, extracellular","Transport of 1-Octadeca-Trienoylglycerophosphocholine, Sn1-Lpc (18:3, Delta 9, 12, 15), Vescicular"
"Transport, extracellular","Transport of 1-Octadeca-Trienoylglycerophosphocholine, Sn1-Lpc (18:3, Delta 6, 9, 12), Vescicular"
"Transport, extracellular","Transport of 1-NoNADecanoylglycerophosphocholine, Sn1-Lpc (19:0), Vescicular"
"Transport, extracellular","Transport of 1-Eicosenoylglycerophosphocholine (Delta 11) , Sn1-Lpc (20:1), Vescicular"
"Transport, extracellular","Transport of 1-Dihomo-Linolenoylglycerophosphocholine (20:3, Delta 8, 11, 14), Lysopc A C20:3, Vescicular"
"Transport, extracellular","Transport of 1-Eicosatetraenoylglycerophosphocholine (Delta 8, 11, 14, 17), Sn1-Lpc (20:4), Vescicular"
"Transport, extracellular","Transport of 1-Eicosapentenoylglycerophosphocholine (Delta 5, 8, 11, 14, 17), Sn1-Lpc (20:5), Vescicular"
"Transport, extracellular","Transport of 1-Docosatetraenoylglycerophosphocholine (Delta 7, 10, 13, 16), Sn1-Lpc (22:4), Vescicular"
"Transport, extracellular","Transport of 1-Docosapentenoylglycerophosphocholine (Delta 7, 10, 13, 16, 19), Sn1-Lpc (22:5)-W3, Vescicular"
"Transport, extracellular","Transport of 1-Docosapentenoylglycerophosphocholine (Delta 4, 7, 10, 13, 16), Sn1-Lpc (22:5)-W6, Vescicular"
"Transport, extracellular","Transport of 1-Docosahexenoylglycerophosphocholine (Delta 4, 7, 10, 13, 16, 19), Sn1-Lpc (22:6), Vescicular"
"Transport, extracellular","Transport of 1-Lignocericylglycerophosphocholine (24:0), Lysopc A C24, Vescicular"
"Transport, extracellular","Transport of 1-Oleoylglycerophosphocholine (Delta 9), Vescicular"
"Transport, extracellular","Transport of 1-Palmitoylglycerophosphocholine, Vescicular"
"Transport, extracellular","Transport of 1-Palmitoleoylglycerophosphocholine (Delta 9), Vescicular"
"Transport, extracellular","Transport of 1-Stearoylglycerophosphocholine, Vescicular"
"Transport, extracellular","Transport of 1-Didecanoylglycerophosphoethanolamine (C12:0 Pe), Vescicular"
"Transport, extracellular","Transport of 1-Tridecanoylglycerophosphoethanolamine (C13:0 Pe), Vescicular"
"Transport, extracellular","Transport of 1-Myristoylglycerophosphoethanolamine (C14:0 Pe), Vescicular"
"Transport, extracellular","Transport of 1-Pentadecanoylglycerophosphoethanolamine (C15:0 Pe), Vescicular"
"Transport, extracellular","Transport of 1-Hexadecenoylglycerophosphoethanolamine (C16:1 Pe, Delta 9), Vescicular"
"Transport, extracellular","Transport of 1-Heptadecanoylglycerophosphoethanolamine (C17:0 Pe), Vescicular"
"Transport, extracellular","1-Eicosatrienoylglycerophosphoethanolamine (Delta 11, 14, 17), Lpe (20:3), Vescicular"
"Transport, extracellular","Transport of 1-Docosahexenoylglyceroethanolamine (Delta 4, 7, 10, 13, 16, 19), Lpe (22:6), Vescicular"
"Transport, extracellular","Transport of 2-Linoleoylglycerophosphoethanolamine, Vescicular"
"Transport, extracellular","Transport of 1-Arachidonoyl-Sn-Glycero-3-Phosphoethanolamine, Vescicular"
"Transport, extracellular","Transport of 1-Dihomo-Linolenoylglycerophosphoethanolamine (20:3, Delta 8, 11, 14), Vescicular"
"Transport, extracellular","Transport of 1-Linoleoylglycerophosphoethanolamine (Delta 9, 12), Vescicular"
"Transport, extracellular","Transport of 1-Oleoylglycerophosphoethanolamine (Delta 9), Vescicular"
"Transport, extracellular","Transport of 1-Palmitoylglycerophosphoethanolamine, Vescicular"
"Transport, extracellular","Transport of 1-Stearoylglycerophosphoethanolamine, Vescicular"
"Transport, extracellular","Extracellular Transport of Sphingomyeline, Active Transport"
"Transport, extracellular","Transport of Sphingomyelin (D18:0/24:1), Active Transport"
"Transport, extracellular","Transport of Sphingomyelin (D18:1/14:0), Active Transport"
"Transport, extracellular","Transport of Sphingomyelin (D18:1/15:0), Active Transport"
"Transport, extracellular","Transport of Sphingomyelin (D18:1/16:0), Active Transport"
"Transport, extracellular","Transport of Sphingomyelin (D18:1/16:1), Active Transport"
"Transport, extracellular","Transport of Sphingomyelin (D18:1/17:0), Active"
"Transport, extracellular","Transport of Sphingomyelin (D18:1/18:0), Active"
"Transport, extracellular","Transport of Sphingomyelin (D18:1/18:1), Active"
"Transport, extracellular","Transport of Sphingomyelin (D18:1/20:0), Active"
"Transport, extracellular","Transport of Sphingomyelin (D18:1/20:1), Active"
"Transport, extracellular","Transport of Sphingomyelin (D18:1/21:0), Active"
"Transport, extracellular","Transport of Sphingomyelin (D18:1/22:0), Active Transport"
"Transport, extracellular","Transport of Sphingomyelin (D18:1/22:1), Active"
"Transport, extracellular","Transport of Sphingomyelin (D18:1/23:0), Active"
"Transport, extracellular","Transport of Sphingomyelin (D18:0/24:0), Active Transport"
"Transport, extracellular","Transport of Sphingomyelin (D18:0/25:0), Active Transport"
"Transport, extracellular","Transport of 2-Hydroxy-Glutarate, Extracellular, Antiport"
"Transport, extracellular","Transport of 2-Hydroxy-Glutarate, Extracellular"
"Transport, extracellular","Transport of Glutarate, Extracellular, Antiport"
"Transport, extracellular","Transport of Glutarate, Extracellular"
Fatty acid oxidation,"Hydrolysis of Trans7, 10-Hexadecadienoylcoa to 7Z, 10Z-Hexadecadienoic Acid"
"Transport, mitochondrial","Transport of 7Z, 10Z-Hexadecadienoic Acid into Cytosol"
"Transport, extracellular","Transport of 7Z, 10Z-Hexadecadienoic Acid into Extracellular Space"
Exchange/demand reaction,"Exchange of 7Z, 10Z-Hexadecadienoic Acid"
Fatty acid oxidation,"Hydrolysis of 7, 10, 13-Hexadecatrienoylcoa to 7, 10, 13-Hexadecatrienoic Acid"
"Transport, mitochondrial","Transport of 7, 10, 13-Hexadecatrienoic Acid into Cytosol"
"Transport, extracellular","Transport of 7, 10, 13-Hexadecatrienoic Acid into Extracellular Space"
Exchange/demand reaction,"Exchange of 7, 10, 13-Hexadecatrienoic Acid"
Fatty acid oxidation,"Dehydrogenation of Heptadecanoyl Coa"
Fatty acid oxidation,"Hydrolysis of Heptadecenoyl Coa"
"Transport, mitochondrial","Transport of Trans-Delta-2-Heptadecanoic Acid, Mitochondrial"
"Transport, extracellular","Transport of Trans-Delta-2-Heptadecanoic Acid, Extracellular"
Exchange/demand reaction,"Exchange of Trans-Delta-2-Heptadecanoic Acid"
Fatty acid oxidation,"Hydrolysis of Trans, Cis, Cis-2, 11, 14-Eicosatrienoyl Coenzyme A to Trans, Cis, Cis-2, 11, 14-Eicosatrienoic Acid"
"Transport, extracellular","Transport of Trans, Cis, Cis-2, 11, 14-Eicosatrienoic Acid"
Exchange/demand reaction,"Exchange of Trans, Cis, Cis-2, 11, 14-Eicosatrienoic Acid"
Fatty acid oxidation,"Hydrolysis of 5, 8, 11, 14, 17-Eicosapentenoylcoa to 5, 8, 11, 14, 17-Eicosapentenoic Acid"
"Transport, mitochondrial","Transport of 5, 8, 11, 14, 17-Eicosapentenoic Acid, Mitochondrial"
"Transport, extracellular","Transport of 5, 8, 11, 14, 17-Eicosapentenoic Acid, Extracellular Space"
Exchange/demand reaction,"Exchange of 5, 8, 11, 14, 17-Eicosapentenoic Acid"
"Transport, extracellular","Transport of Trans-4-Coumarate, Extracellular"
"Transport, extracellular","Transport of Agmatinium into Extracellular Space"
"Transport, extracellular","Transport of Androst-4-Ene-3, 17-Dione, Extracellular"
"Transport, extracellular","Transport of 16Alpha-Hydroxydehydroepiandrosterone, Extracellular"
"Transport, extracellular","Transport of 3Alpha-Hydroxy-5Beta-Androstan-17-One, Extracellular"
"Transport, extracellular","Transport of 5Alpha-Androstane-3, 17-Dione, Extracellular"
"Transport, extracellular","Transport of 5Alpha-Androstane-3Alpha, 17Beta-Diol, Extracellular"
"Transport, extracellular","Transport of 2-Hydroxyestradiol-17Beta, Extracellular"
"Transport, extracellular","Transport of 2-Methoxyestrone, Extracellular"
"Transport, extracellular","Transport of 2-Methoxyestradiol-17Beta, Extracellular"
"Transport, extracellular","Transport of 21-Hydroxyallopregnanolone, Extracellular"
"Transport, extracellular","Transport of 11-Deoxycortisol, Extracellular"
"Transport, extracellular","Transport of 11-Deoxycorticosterone, Extracellular"
"Transport, extracellular","Transport of Pregnenolone, Extracellular"
"Transport, extracellular","Transport of Allopregnanolone, Extracellular"
"Transport, extracellular","Transport of 17Alpha-Hydroxyprogesterone, Extracellular"
"Transport, extracellular","Transport of 17Alpha-Hydroxypregnenolone, Extracellular"
"Transport, extracellular","Transport of 5Alpha-Pregnane-3, 20-Dione, Extracellular"
"Transport, extracellular","Transport of Pregnenolone Sulfate, Extracellular"
"Transport, extracellular","Transport of 17Alpha-Hydroxypregnenolone Sulfate, Extracellular"
"Transport, extracellular","Facilitated Diffusion via Aquaporin into Extracellular Space"
"Transport, extracellular","Transport by Atb Binding Cassette Transporter ABCc2 into Extracellular Space"
"Transport, extracellular","S-Adenosyl-L-Methionine:Histamine N-Tele-Methyltransferase, Extracellular"
"Transport, extracellular","Transport (ATP-Dependent) into Extracellular Space"
"Transport, extracellular","Transport by Glut-5 Transporter into Extracellular Space"
"Transport, extracellular","2-Hydroxyphenylacetate Proton Symport, Cytosol"
"Transport, extracellular","N (8)-Acetylspermidinium Transport, Cytosol"
"Transport, extracellular","Facilitated Diffusion Through Uniport Oct1 into Extracellular Space"
"Transport, extracellular","Facilitated Diffusion Through Uniport Oct2 into Extracellular Space"
"Transport, extracellular","Facilitated Diffusion Through Uniport Oct2 into Extracellular Space"
"Transport, extracellular","Transport by Monocarboxylate Transporter-2 into Extracellular Space"
"Transport, extracellular","Transport by ABCg2 into Extracellular Space"
"Transport, extracellular","Transport by Pcet into Extracellular Space"
"Transport, extracellular","Tyraminium Proton Symport, Cytosol"
"Transport, extracellular","Tryptaminium Transport, Cytosol"
"Transport, extracellular","Transport by Pmat Transporter into Extracellular Space"
"Transport, extracellular","Transport in via Sodium Symport into Extracellular Space"
"Transport, extracellular","Transport (ATP-Dependent) into Extracellular Space"
"Transport, extracellular","Transport (ATP-Dependent) into Extracellular Space"
"Transport, extracellular","Transport (ATP-Dependent) into Extracellular Space"
"Transport, extracellular","Transport (ATP-Dependent) into Extracellular Space"
"Transport, extracellular","Transport (ATP-Dependent) into Extracellular Space"
"Transport, extracellular","Transport by OATP1B Carriers into Extracellular Space"
"Transport, extracellular","Transport by OATP1B Carriers into Extracellular Space"
"Transport, extracellular","Transport by Atb Binding Cassette Transporter ABCc2 into Extracellular Space"
"Transport, extracellular","Transport by Folr into Extracellular Space"
"Transport, extracellular","Transport by Ent1/Ent2 into Extracellular Space"
