Drug_Pair,Gene_Pair,Phenotype_Essentiality,Phenotype_Safety,Number_Genes,Drugs1,Drugs2
Tiotropium;Thymidine monophosphate,"{'SLC22A5;TYMS', 'SLC22A5;DTYMK'}",1.0,1.0,2,Tiotropium,Thymidine monophosphate
Metamfetamine;Pemetrexed,"{'SLC22A5;TYMS', 'SLC22A5;DHFR'}",1.0,1.0,2,Metamfetamine,Pemetrexed
Metamfetamine;Methotrexate,"{'SLC22A5;TYMS', 'SLC22A5;DHFR'}",1.0,1.0,2,Metamfetamine,Methotrexate
Thymidine monophosphate;Pyridoxal phosphate,"{'DTYMK;PLPBP', 'TYMS;PLPBP'}",1.0,1.0,2,Thymidine monophosphate,Pyridoxal phosphate
Ipratropium;Thymidine monophosphate,"{'SLC22A5;TYMS', 'SLC22A5;DTYMK'}",1.0,1.0,2,Ipratropium,Thymidine monophosphate
Thymidine monophosphate;Proline,"{'DTYMK;PLPBP', 'TYMS;PLPBP'}",1.0,1.0,2,Thymidine monophosphate,Proline
Ampicillin;Pralatrexate,"{'SLC22A5;TYMS', 'SLC22A5;DHFR'}",1.0,1.0,2,Ampicillin,Pralatrexate
Azidocillin;Pemetrexed,"{'SLC22A5;TYMS', 'SLC22A5;DHFR'}",1.0,1.0,2,Azidocillin,Pemetrexed
Ampicillin;Pemetrexed,"{'SLC22A5;TYMS', 'SLC22A5;DHFR'}",1.0,1.0,2,Ampicillin,Pemetrexed
Ipratropium;Pralatrexate,"{'SLC22A5;TYMS', 'SLC22A5;DHFR'}",1.0,1.0,2,Ipratropium,Pralatrexate
Ipratropium;Pemetrexed,"{'SLC22A5;TYMS', 'SLC22A5;DHFR'}",1.0,1.0,2,Ipratropium,Pemetrexed
Raltitrexed;Trifluridine,"{'TYMS;SLC29A2', 'TYMS;TYMP'}",1.0,0.5,2,Raltitrexed,Trifluridine
Histamine;Pralatrexate,"{'SLC22A5;TYMS', 'SLC22A5;DHFR'}",1.0,1.0,2,Histamine,Pralatrexate
Desipramine;Methotrexate,"{'SLC22A5;TYMS', 'SLC22A5;DHFR'}",1.0,1.0,2,Desipramine,Methotrexate
Norepinephrine;Thymidine monophosphate,"{'SLC22A5;TYMS', 'SLC22A5;DTYMK'}",1.0,1.0,2,Norepinephrine,Thymidine monophosphate
Dopamine;DB03195,"{'SLC22A5;DTYMK', 'SOD1;DTYMK'}",1.0,1.0,2,Dopamine,DB03195
Dopamine;DB03280,"{'SLC22A5;DTYMK', 'SOD1;DTYMK'}",1.0,1.0,2,Dopamine,DB03280
Aldosterone;Thymidine monophosphate,"{'SLC22A5;TYMS', 'SLC22A5;DTYMK'}",1.0,1.0,2,Aldosterone,Thymidine monophosphate
Procainamide;Methotrexate,"{'SLC22A5;TYMS', 'SLC22A5;DHFR'}",1.0,1.0,2,Procainamide,Methotrexate
Liotrix;Pyridoxal phosphate,{'SLCO1A2;CTH'},1.0,0.0,1,Liotrix,Pyridoxal phosphate
Liotrix;L-2-amino-3-butynoic acid,{'SLCO1A2;CTH'},1.0,0.0,1,Liotrix,L-2-amino-3-butynoic acid
Norepinephrine;DB03845,{'SLC22A5;DTYMK'},1.0,1.0,1,Norepinephrine,DB03845
Norfloxacin;DB08234,{'SLC22A5;DHFR'},1.0,1.0,1,Norfloxacin,DB08234
Norfloxacin;DB03461,{'SLC22A5;DHFR'},1.0,1.0,1,Norfloxacin,DB03461
Norfloxacin;DB03845,{'SLC22A5;DTYMK'},1.0,1.0,1,Norfloxacin,DB03845
Norfloxacin;DB03987,{'SLC22A5;DHFR'},1.0,1.0,1,Norfloxacin,DB03987
Norfloxacin;DB04395,{'SLC22A5;DTYMK'},1.0,1.0,1,Norfloxacin,DB04395
Norfloxacin;DB07140,{'SLC22A5;DHFR'},1.0,1.0,1,Norfloxacin,DB07140
Norfloxacin;DB07141,{'SLC22A5;DHFR'},1.0,1.0,1,Norfloxacin,DB07141
Norfloxacin;DB07142,{'SLC22A5;DHFR'},1.0,1.0,1,Norfloxacin,DB07142
Norfloxacin;DB07144,{'SLC22A5;DHFR'},1.0,1.0,1,Norfloxacin,DB07144
Norfloxacin;Lamotrigine,{'SLC22A5;DHFR'},1.0,1.0,1,Norfloxacin,Lamotrigine
Norfloxacin;DB08448,{'SLC22A5;DHFR'},1.0,1.0,1,Norfloxacin,DB08448
Norfloxacin;DB03195,{'SLC22A5;DTYMK'},1.0,1.0,1,Norfloxacin,DB03195
Norfloxacin;DB08478,{'SLC22A5;TYMS'},1.0,1.0,1,Norfloxacin,DB08478
Norfloxacin;DB08479,{'SLC22A5;TYMS'},1.0,1.0,1,Norfloxacin,DB08479
Norfloxacin;DB08642,{'SLC22A5;DHFR'},1.0,1.0,1,Norfloxacin,DB08642
Norfloxacin;DB08734,{'SLC22A5;TYMS'},1.0,1.0,1,Norfloxacin,DB08734
Norfloxacin;Deoxyuridine monophosphate,{'SLC22A5;TYMS'},1.0,1.0,1,Norfloxacin,Deoxyuridine monophosphate
Norfloxacin;Floxuridine,{'SLC22A5;TYMS'},1.0,1.0,1,Norfloxacin,Floxuridine
Norfloxacin;Fluorouracil,{'SLC22A5;TYMS'},1.0,1.0,1,Norfloxacin,Fluorouracil
Norfloxacin;Folic acid,{'SLC22A5;DHFR'},1.0,1.0,1,Norfloxacin,Folic acid
Norfloxacin;Gentamicin,{'SLC22A5;DHFR'},1.0,1.0,1,Norfloxacin,Gentamicin
Norfloxacin;DB03280,{'SLC22A5;DTYMK'},1.0,1.0,1,Norfloxacin,DB03280
Norfloxacin;Iclaprim,{'SLC22A5;DHFR'},1.0,1.0,1,Norfloxacin,Iclaprim
OSI-7904L;Pyridoxal phosphate,{'TYMS;PLPBP'},1.0,1.0,1,OSI-7904L,Pyridoxal phosphate
OSI-7904L;Capecitabine,{'TYMS;TYMP'},1.0,1.0,1,OSI-7904L,Capecitabine
Norfloxacin;Sri-9439,{'SLC22A5;DHFR'},1.0,1.0,1,Norfloxacin,Sri-9439
Norfloxacin;Sri-9662,{'SLC22A5;DHFR'},1.0,1.0,1,Norfloxacin,Sri-9662
Norfloxacin;Tegafur,{'SLC22A5;TYMS'},1.0,1.0,1,Norfloxacin,Tegafur
Norfloxacin;Tegafur-uracil,{'SLC22A5;TYMS'},1.0,1.0,1,Norfloxacin,Tegafur-uracil
Norfloxacin;Thymectacin,{'SLC22A5;TYMS'},1.0,1.0,1,Norfloxacin,Thymectacin
Norfloxacin;Trifluridine,{'SLC22A5;TYMS'},1.0,1.0,1,Norfloxacin,Trifluridine
Norfloxacin;Piritrexim,{'SLC22A5;DHFR'},1.0,1.0,1,Norfloxacin,Piritrexim
Norfloxacin;Trimetrexate,{'SLC22A5;DHFR'},1.0,1.0,1,Norfloxacin,Trimetrexate
OSI-7904L;Azathioprine,{'TYMS;SLC29A2'},1.0,0.0,1,OSI-7904L,Azathioprine
OSI-7904L;Cidofovir,{'TYMS;TYMP'},1.0,1.0,1,OSI-7904L,Cidofovir
Norfloxacin;OSI-7904L,{'SLC22A5;TYMS'},1.0,1.0,1,Norfloxacin,OSI-7904L
OSI-7904L;Coenzyme A,{'TYMS;DBI'},1.0,1.0,1,OSI-7904L,Coenzyme A
OSI-7904L;Didanosine,{'TYMS;SLC29A2'},1.0,0.0,1,OSI-7904L,Didanosine
OSI-7904L;Floxuridine,{'TYMS;TYMP'},1.0,1.0,1,OSI-7904L,Floxuridine
OSI-7904L;Fluorouracil,{'TYMS;TYMP'},1.0,1.0,1,OSI-7904L,Fluorouracil
OSI-7904L;Gemcitabine,{'TYMS;SLC29A2'},1.0,0.0,1,OSI-7904L,Gemcitabine
OSI-7904L;Hexadecanal,{'TYMS;DBI'},1.0,1.0,1,OSI-7904L,Hexadecanal
OSI-7904L;Mercaptopurine,{'TYMS;SLC29A2'},1.0,0.0,1,OSI-7904L,Mercaptopurine
Norfloxacin;Zidovudine monophosphate,{'SLC22A5;DTYMK'},1.0,1.0,1,Norfloxacin,Zidovudine monophosphate
OSI-7904L;Proline,{'TYMS;PLPBP'},1.0,1.0,1,OSI-7904L,Proline
Norfloxacin;DB08406,{'SLC22A5;DHFR'},1.0,1.0,1,Norfloxacin,DB08406
OSI-7904L;Tegafur-uracil,{'TYMS;SLC29A2'},1.0,0.0,1,OSI-7904L,Tegafur-uracil
Ofloxacin;DB03845,{'SLC22A5;DTYMK'},1.0,1.0,1,Ofloxacin,DB03845
Ofloxacin;ANX-510,{'SLC22A5;TYMS'},1.0,1.0,1,Ofloxacin,ANX-510
Ofloxacin;DB07142,{'SLC22A5;DHFR'},1.0,1.0,1,Ofloxacin,DB07142
Ofloxacin;DB07141,{'SLC22A5;DHFR'},1.0,1.0,1,Ofloxacin,DB07141
OSI-7904L;Tipiracil,{'TYMS;TYMP'},1.0,1.0,1,OSI-7904L,Tipiracil
OSI-7904L;Zalcitabine,{'TYMS;SLC29A2'},1.0,0.0,1,OSI-7904L,Zalcitabine
OSI-7904L;Zidovudine,{'TYMS;SLC29A2'},1.0,0.0,1,OSI-7904L,Zidovudine
"Ofloxacin;10-Propargyl-5,8-Dideazafolic Acid",{'SLC22A5;TYMS'},1.0,1.0,1,Ofloxacin,"10-Propargyl-5,8-Dideazafolic Acid"
"Ofloxacin;2',3'-Dideoxythymidine-5'-Monophosphate",{'SLC22A5;DTYMK'},1.0,1.0,1,Ofloxacin,"2',3'-Dideoxythymidine-5'-Monophosphate"
"Ofloxacin;2,4-Diamino-5-phenyl-6-ethylpyrimidine",{'SLC22A5;TYMS'},1.0,1.0,1,Ofloxacin,"2,4-Diamino-5-phenyl-6-ethylpyrimidine"
Ofloxacin;3'-deoxy-3'-aminothymidine monophosphate,{'SLC22A5;DTYMK'},1.0,1.0,1,Ofloxacin,3'-deoxy-3'-aminothymidine monophosphate
Ofloxacin;Biopterin,{'SLC22A5;DHFR'},1.0,1.0,1,Ofloxacin,Biopterin
Ofloxacin;Iclaprim,{'SLC22A5;DHFR'},1.0,1.0,1,Ofloxacin,Iclaprim
Ofloxacin;Capecitabine,{'SLC22A5;TYMS'},1.0,1.0,1,Ofloxacin,Capecitabine
Ofloxacin;DB02104,{'SLC22A5;DHFR'},1.0,1.0,1,Ofloxacin,DB02104
Ofloxacin;DB02427,{'SLC22A5;DHFR'},1.0,1.0,1,Ofloxacin,DB02427
Ofloxacin;DB02559,{'SLC22A5;DHFR'},1.0,1.0,1,Ofloxacin,DB02559
Ofloxacin;DB02583,{'SLC22A5;DHFR'},1.0,1.0,1,Ofloxacin,DB02583
Ofloxacin;DB02919,{'SLC22A5;DHFR'},1.0,1.0,1,Ofloxacin,DB02919
Ofloxacin;DB03125,{'SLC22A5;DHFR'},1.0,1.0,1,Ofloxacin,DB03125
Ofloxacin;DB03195,{'SLC22A5;DTYMK'},1.0,1.0,1,Ofloxacin,DB03195
Ofloxacin;DB03280,{'SLC22A5;DTYMK'},1.0,1.0,1,Ofloxacin,DB03280
Ofloxacin;DB07144,{'SLC22A5;DHFR'},1.0,1.0,1,Ofloxacin,DB07144
Ofloxacin;Tegafur,{'SLC22A5;TYMS'},1.0,1.0,1,Ofloxacin,Tegafur
OSI-7904L;Tezacitabine,{'TYMS;TYMP'},1.0,1.0,1,OSI-7904L,Tezacitabine
Ofloxacin;Folic acid,{'SLC22A5;DHFR'},1.0,1.0,1,Ofloxacin,Folic acid
Ofloxacin;DB08406,{'SLC22A5;DHFR'},1.0,1.0,1,Ofloxacin,DB08406
Ofloxacin;DB08448,{'SLC22A5;DHFR'},1.0,1.0,1,Ofloxacin,DB08448
Ofloxacin;DB08478,{'SLC22A5;TYMS'},1.0,1.0,1,Ofloxacin,DB08478
Ofloxacin;DB08479,{'SLC22A5;TYMS'},1.0,1.0,1,Ofloxacin,DB08479
Ofloxacin;DB08642,{'SLC22A5;DHFR'},1.0,1.0,1,Ofloxacin,DB08642
Ofloxacin;DB08734,{'SLC22A5;TYMS'},1.0,1.0,1,Ofloxacin,DB08734
Ofloxacin;Deoxyuridine monophosphate,{'SLC22A5;TYMS'},1.0,1.0,1,Ofloxacin,Deoxyuridine monophosphate
Ofloxacin;Floxuridine,{'SLC22A5;TYMS'},1.0,1.0,1,Ofloxacin,Floxuridine
Ofloxacin;Fluorouracil,{'SLC22A5;TYMS'},1.0,1.0,1,Ofloxacin,Fluorouracil
Ofloxacin;DB08234,{'SLC22A5;DHFR'},1.0,1.0,1,Ofloxacin,DB08234
Ofloxacin;Sri-9662,{'SLC22A5;DHFR'},1.0,1.0,1,Ofloxacin,Sri-9662
Ofloxacin;Gentamicin,{'SLC22A5;DHFR'},1.0,1.0,1,Ofloxacin,Gentamicin
Ofloxacin;Lamotrigine,{'SLC22A5;DHFR'},1.0,1.0,1,Ofloxacin,Lamotrigine
Ofloxacin;OSI-7904L,{'SLC22A5;TYMS'},1.0,1.0,1,Ofloxacin,OSI-7904L
Ofloxacin;Piritrexim,{'SLC22A5;DHFR'},1.0,1.0,1,Ofloxacin,Piritrexim
Ofloxacin;Proguanil,{'SLC22A5;DHFR'},1.0,1.0,1,Ofloxacin,Proguanil
Ofloxacin;Pyrimethamine,{'SLC22A5;DHFR'},1.0,1.0,1,Ofloxacin,Pyrimethamine
Ofloxacin;Raltitrexed,{'SLC22A5;TYMS'},1.0,1.0,1,Ofloxacin,Raltitrexed
"Ofloxacin;S,S-(2-Hydroxyethyl)Thiocysteine",{'SLC22A5;TYMS'},1.0,1.0,1,Ofloxacin,"S,S-(2-Hydroxyethyl)Thiocysteine"
Ofloxacin;Sri-9439,{'SLC22A5;DHFR'},1.0,1.0,1,Ofloxacin,Sri-9439
"Norfloxacin;S,S-(2-Hydroxyethyl)Thiocysteine",{'SLC22A5;TYMS'},1.0,1.0,1,Norfloxacin,"S,S-(2-Hydroxyethyl)Thiocysteine"
Norfloxacin;Raltitrexed,{'SLC22A5;TYMS'},1.0,1.0,1,Norfloxacin,Raltitrexed
Norfloxacin;Pyrimethamine,{'SLC22A5;DHFR'},1.0,1.0,1,Norfloxacin,Pyrimethamine
Methyltestosterone;DB02328,{'SLCO1A2;CTH'},1.0,0.0,1,Methyltestosterone,DB02328
Naloxone;L-2-amino-3-butynoic acid,{'SLCO1A2;CTH'},1.0,0.0,1,Naloxone,L-2-amino-3-butynoic acid
Naloxone;Pyridoxal phosphate,{'SLCO1A2;CTH'},1.0,0.0,1,Naloxone,Pyridoxal phosphate
Naproxen;Cysteine,{'SLCO1A2;CTH'},1.0,0.0,1,Naproxen,Cysteine
Naproxen;DB02328,{'SLCO1A2;CTH'},1.0,0.0,1,Naproxen,DB02328
Naproxen;DB03928,{'SLCO1A2;CTH'},1.0,0.0,1,Naproxen,DB03928
Naproxen;L-2-amino-3-butynoic acid,{'SLCO1A2;CTH'},1.0,0.0,1,Naproxen,L-2-amino-3-butynoic acid
Naproxen;Pyridoxal phosphate,{'SLCO1A2;CTH'},1.0,0.0,1,Naproxen,Pyridoxal phosphate
Naloxone;DB02328,{'SLCO1A2;CTH'},1.0,0.0,1,Naloxone,DB02328
Methyltestosterone;Cysteine,{'SLCO1A2;CTH'},1.0,0.0,1,Methyltestosterone,Cysteine
Methyltestosterone;DB03928,{'SLCO1A2;CTH'},1.0,0.0,1,Methyltestosterone,DB03928
Naloxone;Cysteine,{'SLCO1A2;CTH'},1.0,0.0,1,Naloxone,Cysteine
Methyltestosterone;L-2-amino-3-butynoic acid,{'SLCO1A2;CTH'},1.0,0.0,1,Methyltestosterone,L-2-amino-3-butynoic acid
Methyltestosterone;Pyridoxal phosphate,{'SLCO1A2;CTH'},1.0,0.0,1,Methyltestosterone,Pyridoxal phosphate
Mirabegron;Cysteine,{'SLCO1A2;CTH'},1.0,0.0,1,Mirabegron,Cysteine
Mirabegron;DB02328,{'SLCO1A2;CTH'},1.0,0.0,1,Mirabegron,DB02328
Mirabegron;L-2-amino-3-butynoic acid,{'SLCO1A2;CTH'},1.0,0.0,1,Mirabegron,L-2-amino-3-butynoic acid
Mirabegron;Pyridoxal phosphate,{'SLCO1A2;CTH'},1.0,0.0,1,Mirabegron,Pyridoxal phosphate
Mirabegron;DB03928,{'SLCO1A2;CTH'},1.0,0.0,1,Mirabegron,DB03928
Nicotine;DB02583,{'SLC22A5;DHFR'},1.0,1.0,1,Nicotine,DB02583
Nelfinavir;Cysteine,{'SLCO1A2;CTH'},1.0,0.0,1,Nelfinavir,Cysteine
Naloxone;DB03928,{'SLCO1A2;CTH'},1.0,0.0,1,Naloxone,DB03928
Nabiximols;Cytarabine,{'SOD1;DCTD'},1.0,1.0,1,Nabiximols,Cytarabine
Norfloxacin;Proguanil,{'SLC22A5;DHFR'},1.0,1.0,1,Norfloxacin,Proguanil
Norepinephrine;DB08478,{'SLC22A5;TYMS'},1.0,1.0,1,Norepinephrine,DB08478
Norepinephrine;DB03987,{'SLC22A5;DHFR'},1.0,1.0,1,Norepinephrine,DB03987
Norepinephrine;DB04395,{'SLC22A5;DTYMK'},1.0,1.0,1,Norepinephrine,DB04395
Norepinephrine;DB07140,{'SLC22A5;DHFR'},1.0,1.0,1,Norepinephrine,DB07140
Norepinephrine;DB07141,{'SLC22A5;DHFR'},1.0,1.0,1,Norepinephrine,DB07141
Norepinephrine;DB07142,{'SLC22A5;DHFR'},1.0,1.0,1,Norepinephrine,DB07142
Norepinephrine;Iclaprim,{'SLC22A5;DHFR'},1.0,1.0,1,Norepinephrine,Iclaprim
Norepinephrine;DB07144,{'SLC22A5;DHFR'},1.0,1.0,1,Norepinephrine,DB07144
Norepinephrine;DB08406,{'SLC22A5;DHFR'},1.0,1.0,1,Norepinephrine,DB08406
Norepinephrine;DB08448,{'SLC22A5;DHFR'},1.0,1.0,1,Norepinephrine,DB08448
Norepinephrine;DB08479,{'SLC22A5;TYMS'},1.0,1.0,1,Norepinephrine,DB08479
Nicotine;DB02559,{'SLC22A5;DHFR'},1.0,1.0,1,Nicotine,DB02559
Norepinephrine;DB08642,{'SLC22A5;DHFR'},1.0,1.0,1,Norepinephrine,DB08642
Norepinephrine;DB08734,{'SLC22A5;TYMS'},1.0,1.0,1,Norepinephrine,DB08734
Norepinephrine;Deoxyuridine monophosphate,{'SLC22A5;TYMS'},1.0,1.0,1,Norepinephrine,Deoxyuridine monophosphate
Norepinephrine;Floxuridine,{'SLC22A5;TYMS'},1.0,1.0,1,Norepinephrine,Floxuridine
Norepinephrine;Fluorouracil,{'SLC22A5;TYMS'},1.0,1.0,1,Norepinephrine,Fluorouracil
Norepinephrine;Folic acid,{'SLC22A5;DHFR'},1.0,1.0,1,Norepinephrine,Folic acid
Norepinephrine;DB08234,{'SLC22A5;DHFR'},1.0,1.0,1,Norepinephrine,DB08234
Norfloxacin;DB02559,{'SLC22A5;DHFR'},1.0,1.0,1,Norfloxacin,DB02559
Nicotine;DB02919,{'SLC22A5;DHFR'},1.0,1.0,1,Nicotine,DB02919
Nelfinavir;DB02328,{'SLCO1A2;CTH'},1.0,0.0,1,Nelfinavir,DB02328
Nelfinavir;DB03928,{'SLCO1A2;CTH'},1.0,0.0,1,Nelfinavir,DB03928
Nelfinavir;Pyridoxal phosphate,{'SLCO1A2;CTH'},1.0,0.0,1,Nelfinavir,Pyridoxal phosphate
Oxaliplatin;3'-deoxy-3'-aminothymidine monophosphate,{'SOD1;DTYMK'},1.0,1.0,1,Oxaliplatin,3'-deoxy-3'-aminothymidine monophosphate
Oleic Acid;alpha-D-glucose 6-phosphate,{'GLTP;GPI'},1.0,1.0,1,Oleic Acid,alpha-D-glucose 6-phosphate
Ouabain;Cysteine,{'SLCO1A2;CTH'},1.0,0.0,1,Ouabain,Cysteine
Ouabain;DB02328,{'SLCO1A2;CTH'},1.0,0.0,1,Ouabain,DB02328
Ouabain;DB03928,{'SLCO1A2;CTH'},1.0,0.0,1,Ouabain,DB03928
Ouabain;L-2-amino-3-butynoic acid,{'SLCO1A2;CTH'},1.0,0.0,1,Ouabain,L-2-amino-3-butynoic acid
Ouabain;Pyridoxal phosphate,{'SLCO1A2;CTH'},1.0,0.0,1,Ouabain,Pyridoxal phosphate
Oleic Acid;Hydroxocobalamin,{'GLTP;MMUT'},1.0,0.0,1,Oleic Acid,Hydroxocobalamin
Ofloxacin;Trimetrexate,{'SLC22A5;DHFR'},1.0,1.0,1,Ofloxacin,Trimetrexate
"Oxaliplatin;2',3'-Dideoxythymidine-5'-Monophosphate",{'SOD1;DTYMK'},1.0,1.0,1,Oxaliplatin,"2',3'-Dideoxythymidine-5'-Monophosphate"
Oxaliplatin;Cytarabine,{'SOD1;DCTD'},1.0,1.0,1,Oxaliplatin,Cytarabine
"Nicotine;10-Propargyl-5,8-Dideazafolic Acid",{'SLC22A5;TYMS'},1.0,1.0,1,Nicotine,"10-Propargyl-5,8-Dideazafolic Acid"
Oxaliplatin;DB03195,{'SOD1;DTYMK'},1.0,1.0,1,Oxaliplatin,DB03195
Oxaliplatin;DB03280,{'SOD1;DTYMK'},1.0,1.0,1,Oxaliplatin,DB03280
Oxaliplatin;DB03845,{'SOD1;DTYMK'},1.0,1.0,1,Oxaliplatin,DB03845
Oxaliplatin;DB04395,{'SOD1;DTYMK'},1.0,1.0,1,Oxaliplatin,DB04395
Oxaliplatin;Thymidine monophosphate,{'SOD1;DTYMK'},1.0,1.0,1,Oxaliplatin,Thymidine monophosphate
Oxaliplatin;Zidovudine monophosphate,{'SOD1;DTYMK'},1.0,1.0,1,Oxaliplatin,Zidovudine monophosphate
Ofloxacin;Trifluridine,{'SLC22A5;TYMS'},1.0,1.0,1,Ofloxacin,Trifluridine
Ofloxacin;Thymectacin,{'SLC22A5;TYMS'},1.0,1.0,1,Ofloxacin,Thymectacin
Ofloxacin;Tegafur-uracil,{'SLC22A5;TYMS'},1.0,1.0,1,Ofloxacin,Tegafur-uracil
Oleic Acid;Glucose-6-Phosphate,{'GLTP;GPI'},1.0,1.0,1,Oleic Acid,Glucose-6-Phosphate
Oleic Acid;Fructose-6-phosphate,{'GLTP;GPI'},1.0,1.0,1,Oleic Acid,Fructose-6-phosphate
Oleic Acid;D-glucitol 6-phosphate,{'GLTP;GPI'},1.0,1.0,1,Oleic Acid,D-glucitol 6-phosphate
Oleic Acid;D-erythrose 4-phosphate,{'GLTP;GPI'},1.0,1.0,1,Oleic Acid,D-erythrose 4-phosphate
"Nicotine;2',3'-Dideoxythymidine-5'-Monophosphate",{'SLC22A5;DTYMK'},1.0,1.0,1,Nicotine,"2',3'-Dideoxythymidine-5'-Monophosphate"
"Nicotine;2,4-Diamino-5-phenyl-6-ethylpyrimidine",{'SLC22A5;TYMS'},1.0,1.0,1,Nicotine,"2,4-Diamino-5-phenyl-6-ethylpyrimidine"
Nicotine;3'-deoxy-3'-aminothymidine monophosphate,{'SLC22A5;DTYMK'},1.0,1.0,1,Nicotine,3'-deoxy-3'-aminothymidine monophosphate
Nicotine;ANX-510,{'SLC22A5;TYMS'},1.0,1.0,1,Nicotine,ANX-510
Nicotine;Biopterin,{'SLC22A5;DHFR'},1.0,1.0,1,Nicotine,Biopterin
Nicotine;Capecitabine,{'SLC22A5;TYMS'},1.0,1.0,1,Nicotine,Capecitabine
Nicotine;DB02104,{'SLC22A5;DHFR'},1.0,1.0,1,Nicotine,DB02104
Nicotine;DB02427,{'SLC22A5;DHFR'},1.0,1.0,1,Nicotine,DB02427
Nelfinavir;L-2-amino-3-butynoic acid,{'SLCO1A2;CTH'},1.0,0.0,1,Nelfinavir,L-2-amino-3-butynoic acid
Norfloxacin;DB02583,{'SLC22A5;DHFR'},1.0,1.0,1,Norfloxacin,DB02583
Norfloxacin;DB02919,{'SLC22A5;DHFR'},1.0,1.0,1,Norfloxacin,DB02919
Norfloxacin;DB03125,{'SLC22A5;DHFR'},1.0,1.0,1,Norfloxacin,DB03125
Ofloxacin;Zidovudine monophosphate,{'SLC22A5;DTYMK'},1.0,1.0,1,Ofloxacin,Zidovudine monophosphate
Oleic Acid;5-Phosphoarabinonic Acid,{'GLTP;GPI'},1.0,1.0,1,Oleic Acid,5-Phosphoarabinonic Acid
Oleic Acid;5-phospho-D-arabinohydroxamic acid,{'GLTP;GPI'},1.0,1.0,1,Oleic Acid,5-phospho-D-arabinohydroxamic acid
Oleic Acid;6-phospho-D-gluconic acid,{'GLTP;GPI'},1.0,1.0,1,Oleic Acid,6-phospho-D-gluconic acid
Oleic Acid;Artenimol,{'GLTP;GPI'},1.0,1.0,1,Oleic Acid,Artenimol
Oleic Acid;Copper,{'GLTP;GPI'},1.0,1.0,1,Oleic Acid,Copper
Oleic Acid;Cyanocobalamin,{'GLTP;MMUT'},1.0,0.0,1,Oleic Acid,Cyanocobalamin
Ofloxacin;DB03461,{'SLC22A5;DHFR'},1.0,1.0,1,Ofloxacin,DB03461
Ofloxacin;DB03987,{'SLC22A5;DHFR'},1.0,1.0,1,Ofloxacin,DB03987
Metamfetamine;DB07142,{'SLC22A5;DHFR'},1.0,1.0,1,Metamfetamine,DB07142
Metamfetamine;OSI-7904L,{'SLC22A5;TYMS'},1.0,1.0,1,Metamfetamine,OSI-7904L
Medrysone;L-2-amino-3-butynoic acid,{'SLCO1A2;CTH'},1.0,0.0,1,Medrysone,L-2-amino-3-butynoic acid
Medrysone;Pyridoxal phosphate,{'SLCO1A2;CTH'},1.0,0.0,1,Medrysone,Pyridoxal phosphate
Lomefloxacin;Thymectacin,{'SLC22A5;TYMS'},1.0,1.0,1,Lomefloxacin,Thymectacin
Lomefloxacin;Tegafur-uracil,{'SLC22A5;TYMS'},1.0,1.0,1,Lomefloxacin,Tegafur-uracil
Metamfetamine;Proguanil,{'SLC22A5;DHFR'},1.0,1.0,1,Metamfetamine,Proguanil
Melphalan;Cupric sulfate,{'SLC7A5;PAH'},1.0,1.0,1,Melphalan,Cupric sulfate
Medrysone;DB03928,{'SLCO1A2;CTH'},1.0,0.0,1,Medrysone,DB03928
Lomefloxacin;Tegafur,{'SLC22A5;TYMS'},1.0,1.0,1,Lomefloxacin,Tegafur
Metamfetamine;Piritrexim,{'SLC22A5;DHFR'},1.0,1.0,1,Metamfetamine,Piritrexim
Melphalan;Droxidopa,{'SLC7A5;PAH'},1.0,1.0,1,Melphalan,Droxidopa
Metamfetamine;Raltitrexed,{'SLC22A5;TYMS'},1.0,1.0,1,Metamfetamine,Raltitrexed
"Melphalan;L-erythro-7,8-dihydrobiopterin",{'SLC7A5;PAH'},1.0,1.0,1,Melphalan,"L-erythro-7,8-dihydrobiopterin"
Melphalan;Norepinephrine,{'SLC7A5;PAH'},1.0,1.0,1,Melphalan,Norepinephrine
Metamfetamine;Lamotrigine,{'SLC22A5;DHFR'},1.0,1.0,1,Metamfetamine,Lamotrigine
Metamfetamine;Iclaprim,{'SLC22A5;DHFR'},1.0,1.0,1,Metamfetamine,Iclaprim
Metamfetamine;Gentamicin,{'SLC22A5;DHFR'},1.0,1.0,1,Metamfetamine,Gentamicin
Lomefloxacin;Sri-9439,{'SLC22A5;DHFR'},1.0,1.0,1,Lomefloxacin,Sri-9439
Liothyronine;Pyridoxal phosphate,{'SLCO1A2;CTH'},1.0,0.0,1,Liothyronine,Pyridoxal phosphate
Metamfetamine;Folic acid,{'SLC22A5;DHFR'},1.0,1.0,1,Metamfetamine,Folic acid
Melphalan;Phenylalanine,{'SLC7A5;PAH'},1.0,1.0,1,Melphalan,Phenylalanine
Metamfetamine;Pyrimethamine,{'SLC22A5;DHFR'},1.0,1.0,1,Metamfetamine,Pyrimethamine
Lomefloxacin;Trifluridine,{'SLC22A5;TYMS'},1.0,1.0,1,Lomefloxacin,Trifluridine
Metamfetamine;Sri-9662,{'SLC22A5;DHFR'},1.0,1.0,1,Metamfetamine,Sri-9662
Mepyramine;DB08478,{'SLC22A5;TYMS'},1.0,1.0,1,Mepyramine,DB08478
Mepyramine;DB07144,{'SLC22A5;DHFR'},1.0,1.0,1,Mepyramine,DB07144
